buytotalprice,carparking,Typeofownership,Facing,Bookingamount,FurnishingStatus
561967,yes, individual,south,3598,fully furnished
363900,yes, individual,south,3599,fully furnished
399000,yes, individual,south,3600,fully furnished
659000,yes, individual,south,3601,fully furnished
305000,yes, individual,south,3602,fully furnished
1295000,yes, individual,south,3603,fully furnished
549000,yes, individual,south,3604,fully furnished
378000,yes, individual,south,3605,fully furnished
380000,yes, individual,south,3606,fully furnished
745000,yes, individual,south,3607,fully furnished
525000,yes, individual,south,3608,fully furnished
775000,yes, individual,south,3609,fully furnished
495000,yes, individual,south,3610,fully furnished
550000,yes, individual,south,3611,fully furnished
584000,yes, individual,south,3612,fully furnished
439999,yes, individual,south,3613,fully furnished
550000,yes, individual,south,3614,fully furnished
549000,yes, individual,south,3615,fully furnished
455000,yes, individual,south,3616,fully furnished
342000,yes, individual,south,3617,fully furnished
785000,yes, individual,south,3618,fully furnished
369000,yes, individual,south,3619,fully furnished
720000,yes, individual,south,3620,fully furnished
420000,yes, individual,south,3621,fully furnished
160000,yes, individual,south,3622,fully furnished
1400000,yes, individual,south,3623,fully furnished
378250,yes, individual,south,3624,fully furnished
378250,yes, individual,south,3625,fully furnished
358250,yes, individual,south,3626,fully furnished
435250,yes, individual,south,3627,fully furnished
1225000,yes, individual,south,3628,fully furnished
220000,yes, individual,south,3629,fully furnished
210000,yes, individual,south,3630,fully furnished
749000,yes, individual,south,3631,fully furnished
289000,yes, individual,south,3632,fully furnished
160000,yes, individual,south,3633,fully furnished
380000,yes, individual,south,3634,fully furnished
205000,yes, individual,south,3635,fully furnished
575000,yes, individual,south,3636,fully furnished
540500,yes, individual,south,3637,fully furnished
745000,yes, individual,south,3638,fully furnished
429000,yes, individual,south,3639,fully furnished
285000,yes, individual,south,3640,fully furnished
375000,yes, individual,south,3641,fully furnished
475000,yes, individual,south,3642,fully furnished
249900,yes, individual,south,3643,fully furnished
599900,yes, individual,south,3644,fully furnished
430000,yes, individual,south,3645,fully furnished
649000,yes, individual,south,3646,fully furnished
270000,yes, individual,south,3647,fully furnished
539000,yes, individual,south,3648,fully furnished
214900,yes, individual,south,3649,fully furnished
289000,yes, individual,south,3650,fully furnished
124900,yes, individual,south,3651,fully furnished
224900,yes, individual,south,3652,fully furnished
230000,yes, individual,south,3653,fully furnished
899000,yes, individual,south,3654,fully furnished
115000,yes, individual,south,3655,fully furnished
639000,yes, individual,south,3656,fully furnished
385000,yes, individual,south,3657,fully furnished
350000,yes, individual,south,3658,fully furnished
410000,yes, individual,south,3659,fully furnished
195000,yes, individual,south,3660,fully furnished
425000,yes, individual,south,3661,fully furnished
300000,yes, individual,south,3662,fully furnished
315000,yes, individual,south,3663,fully furnished
185000,yes, individual,south,3664,fully furnished
294900,yes, individual,south,3665,fully furnished
339990,yes, individual,south,3666,fully furnished
225000,yes, individual,south,3667,fully furnished
219900,yes, individual,south,3668,fully furnished
379900,yes, individual,south,3669,fully furnished
281802,yes, individual,south,3670,fully furnished
175000,yes, individual,south,3671,fully furnished
299900,yes, individual,south,3672,fully furnished
210658,yes, individual,south,3673,fully furnished
394500,yes, individual,south,3674,fully furnished
260000,yes, individual,south,3675,fully furnished
335900,yes, individual,south,3676,fully furnished
341450,yes, individual,south,3677,fully furnished
289900,yes, individual,south,3678,fully furnished
289900,yes, individual,south,3679,fully furnished
390750,yes, individual,south,3680,fully furnished
488000,yes, individual,south,3681,fully furnished
215000,yes, individual,south,3682,fully furnished
694900,yes, individual,south,3683,fully furnished
5200000,yes, individual,south,3684,fully furnished
349900,yes, individual,south,3685,fully furnished
269900,yes, individual,south,3686,fully furnished
449000,yes, individual,south,3687,fully furnished
739000,yes, individual,south,3688,fully furnished
399900,no, individual,south,3689,fully furnished
325000,no, individual,south,3690,fully furnished
154900,no, individual,south,3691,fully furnished
360000,no, individual,south,3692,fully furnished
290000,no, individual,south,3693,fully furnished
230000,no, individual,south,3694,fully furnished
325000,no, individual,south,3695,fully furnished
285000,no, individual,south,3696,fully furnished
267500,no, individual,south,3697,fully furnished
175000,no, individual,south,3698,fully furnished
424900,no, individual,south,3699,fully furnished
449000,no, individual,south,3700,fully furnished
325000,no, individual,south,3701,fully furnished
265000,no, individual,south,3702,fully furnished
499000,no, individual,south,3703,fully furnished
221500,no, individual,south,3704,fully furnished
450000,no, individual,south,3705,fully furnished
350000,no, individual,south,3706,fully furnished
538500,no, individual,south,3707,fully furnished
420000,no, individual,south,3708,fully furnished
416900,no, individual,south,3709,fully furnished
485900,no, individual,south,3710,fully furnished
230000,no, individual,south,3711,fully furnished
1282000,no, individual,south,3712,fully furnished
299999,no, individual,south,3713,fully furnished
338900,no, individual,south,3714,fully furnished
430000,no, individual,south,3715,fully furnished
335000,no, individual,south,3716,fully furnished
245000,no, individual,south,3717,fully furnished
509900,no, individual,south,3718,fully furnished
565000,no, individual,south,3719,fully furnished
719000,no, individual,south,3720,fully furnished
215000,no, individual,south,3721,fully furnished
249990,no, individual,south,3722,fully furnished
597535,no, individual,south,3723,fully furnished
479900,no, individual,south,3724,fully furnished
325000,no, individual,south,3725,fully furnished
345000,no, individual,south,3726,fully furnished
314997,no, individual,south,3727,fully furnished
258888,no, individual,south,3728,fully furnished
324900,no, individual,south,3729,fully furnished
225000,no, individual,south,3730,fully furnished
285000,no, individual,south,3731,fully furnished
899000,no, individual,south,3732,fully furnished
350000,no, individual,south,3733,fully furnished
289900,no, individual,south,3734,fully furnished
370000,no, individual,south,3735,fully furnished
465000,no, individual,south,3736,fully furnished
915000,no, individual,south,3737,fully furnished
1050000,no, individual,south,3738,fully furnished
640000,no, individual,south,3739,fully furnished
340000,no, individual,south,3740,fully furnished
328000,no, individual,south,3741,fully furnished
425000,no, individual,south,3742,fully furnished
290000,no, individual,south,3743,fully furnished
525000,no, individual,south,3744,fully furnished
399999,no, individual,south,3745,fully furnished
1200000,no, individual,south,3746,fully furnished
749100,no, individual,south,3747,fully furnished
3950000,no, individual,south,3748,fully furnished
920000,no, individual,south,3749,fully furnished
455000,no, individual,south,3750,fully furnished
518000,no, individual,south,3751,fully furnished
498000,no, individual,south,3752,fully furnished
1225000,no, individual,south,3753,fully furnished
520000,no, individual,south,3754,fully furnished
450000,no, individual,south,3755,fully furnished
1390000,no, individual,south,3756,fully furnished
1360000,no, individual,south,3757,fully furnished
285000,no, individual,south,3758,fully furnished
585000,no, individual,south,3759,fully furnished
419500,no, individual,south,3760,fully furnished
925000,no, individual,south,3761,fully furnished
1050000,no, individual,south,3762,fully furnished
375000,no, individual,south,3763,fully furnished
630000,no, individual,south,3764,fully furnished
862800,no, individual,south,3765,fully furnished
1150000,no, individual,south,3766,fully furnished
1350000,no, individual,south,3767,fully furnished
259000,no, individual,south,3768,fully furnished
390000,no, individual,south,3769,fully furnished
1880000,no, individual,south,3770,fully furnished
830000,no, individual,south,3771,fully furnished
345000,no, individual,south,3772,fully furnished
868000,no, individual,south,3773,fully furnished
1079000,no, individual,south,3774,fully furnished
2985000,no, individual,south,3775,fully furnished
2795000,no, individual,south,3776,fully furnished
156900,no, individual,south,3777,fully furnished
350000,no, individual,south,3778,fully furnished
170000,no, individual,south,3779,fully furnished
499000,no, individual,south,3780,fully furnished
320000,no, individual,south,3781,fully furnished
245000,no, individual,south,3782,fully furnished
239900,no, individual,south,3783,fully furnished
349900,no, individual,south,3784,fully furnished
142900,no, individual,south,3785,fully furnished
400000,no, individual,south,3786,fully furnished
249900,no, individual,south,3787,fully furnished
145000,no, individual,south,3788,fully furnished
335000,no, individual,south,3789,fully furnished
250000,no,joint,south,3790,fully furnished
205000,no,joint,south,3791,fully furnished
860000,no,joint,south,3792,fully furnished
90000,no,joint,south,3793,fully furnished
175000,no,joint,south,3794,fully furnished
188900,no,joint,south,3795,fully furnished
80000,no,joint,south,3796,fully furnished
229000,no,joint,south,3797,fully furnished
329000,no,joint,south,3798,fully furnished
575000,no,joint,south,3799,fully furnished
139944,no,joint,south,3800,fully furnished
499000,no,joint,south,3801,fully furnished
199900,no,joint,south,3802,fully furnished
378000,no,joint,south,3803,fully furnished
275000,no,joint,south,3804,fully furnished
425000,no,joint,south,3805,fully furnished
179900,no,joint,south,3806,fully furnished
385000,no,joint,south,3807,fully furnished
115000,no,joint,south,3808,fully furnished
639000,no,joint,south,3809,fully furnished
350000,no,joint,south,3810,fully furnished
655000,no,joint,south,3811,fully furnished
319000,no,joint,south,3812,fully furnished
135000,no,joint,south,3813,fully furnished
335000,no,joint,south,3814,fully furnished
120000,no,joint,south,3815,fully furnished
155000,no,joint,south,3816,fully furnished
156900,no,joint,south,3817,fully furnished
350000,no,joint,south,3818,fully furnished
170000,no,joint,south,3819,fully furnished
499000,no,joint,south,3820,fully furnished
320000,no,joint,south,3821,fully furnished
245000,no,joint,south,3822,fully furnished
239900,no,joint,south,3823,fully furnished
349900,no,joint,south,3824,fully furnished
142900,no,joint,south,3825,fully furnished
400000,no,joint,south,3826,fully furnished
249900,no,joint,south,3827,fully furnished
145000,no,joint,south,3828,fully furnished
335000,no,joint,south,3829,fully furnished
250000,no,joint,south,3830,fully furnished
205000,no,joint,south,3831,fully furnished
860000,no,joint,south,3832,fully furnished
90000,no,joint,south,3833,fully furnished
175000,no,joint,south,3834,fully furnished
188900,no,joint,south,3835,fully furnished
80000,no,joint,north,3836,fully furnished
229000,no,joint,north,3837,fully furnished
329000,no,joint,north,3838,fully furnished
575000,no,joint,north,3839,fully furnished
139944,no,joint,north,3840,fully furnished
499000,no,joint,north,3841,fully furnished
199900,no,joint,north,3842,fully furnished
378000,no,joint,north,3843,fully furnished
275000,no,joint,north,3844,fully furnished
425000,no,joint,north,3845,fully furnished
179900,no,joint,north,3846,fully furnished
385000,no,joint,north,3847,fully furnished
115000,no,joint,north,3848,fully furnished
639000,no,joint,north,3849,fully furnished
350000,no,joint,north,3850,fully furnished
655000,no,joint,north,3851,fully furnished
319000,no,joint,north,3852,fully furnished
135000,no,joint,north,3853,fully furnished
335000,no,joint,north,3854,fully furnished
120000,no,joint,north,3855,fully furnished
155000,no,joint,north,3856,fully furnished
260000,no,joint,north,3857,fully furnished
420000,no,joint,north,3858,fully furnished
895000,no,joint,north,3859,fully furnished
269900,no,joint,north,3860,fully furnished
240000,no,joint,north,3861,fully furnished
517000,no,joint,north,3862,fully furnished
198500,no,joint,north,3863,fully furnished
200000,no,joint,north,3864,fully furnished
400000,no,joint,north,3865,fully furnished
249900,no,joint,north,3866,fully furnished
197500,no,joint,north,3867,fully furnished
250000,no,joint,north,3868,fully furnished
245000,no,joint,north,3869,fully furnished
319000,no,joint,north,3870,fully furnished
499500,no,joint,north,3871,fully furnished
215500,no,joint,north,3872,fully furnished
324900,no,joint,north,3873,fully furnished
185000,no,joint,north,3874,fully furnished
319900,no,joint,north,3875,fully furnished
200000,no,joint,north,3876,fully furnished
516100,no,joint,north,3877,fully furnished
429400,no,joint,north,3878,fully furnished
215000,no,joint,north,3879,fully furnished
199500,no,joint,north,3880,fully furnished
235000,no,joint,north,3881,fully furnished
167700,no,joint,north,3882,fully furnished
215000,no,joint,north,3883,fully furnished
225000,no,joint,north,3884,fully furnished
137000,no,joint,north,3885,fully furnished
585500,no,joint,north,3886,fully furnished
590900,no,joint,north,3887,fully furnished
448200,no,joint,north,3888,fully furnished
139000,no,joint,north,3889,fully furnished
185000,no,joint,north,3890,fully furnished
235000,no,joint,north,3891,fully furnished
480000,no,joint,north,3892,fully furnished
229499,no,joint,north,3893,fully furnished
245000,no,joint,north,3894,fully furnished
235000,no,joint,north,3895,fully furnished
149900,no,joint,north,3896,fully furnished
125000,no,joint,north,3897,fully furnished
129000,no,joint,north,3898,fully furnished
149900,no,joint,north,3899,fully furnished
199900,no,joint,north,3900,fully furnished
128000,no,joint,north,3901,fully furnished
265000,no,joint,north,3902,fully furnished
409900,no,joint,north,3903,fully furnished
379900,no,joint,north,3904,fully furnished
194900,no,joint,north,3905,fully furnished
89900,no,joint,north,3906,fully furnished
1550000,no,joint,north,3907,fully furnished
675000,no,joint,north,3908,fully furnished
850000,no,joint,north,3909,fully furnished
154900,no,joint,north,3910,fully furnished
249900,no,joint,north,3911,fully furnished
119900,no,joint,north,3912,fully furnished
79900,no,joint,north,3913,fully furnished
799900,no,joint,north,3914,fully furnished
74900,no,joint,north,3915,fully furnished
130000,no,joint,north,3916,fully furnished
399000,no,joint,north,3917,fully furnished
192000,no,joint,north,3918,fully furnished
245000,no,joint,north,3919,fully furnished
169900,no,joint,north,3920,fully furnished
527900,no,joint,north,3921,fully furnished
499000,no,joint,north,3922,fully furnished
156000,no,joint,north,3923,fully furnished
379900,no,joint,north,3924,fully furnished
780000,no,joint,north,3925,fully furnished
425000,no,joint,north,3926,fully furnished
130000,no,joint,north,3927,fully furnished
159900,no,joint,north,3928,fully furnished
235000,no,joint,north,3929,fully furnished
990000,no,joint,north,3930,fully furnished
425000,no,joint,north,3931,fully furnished
159900,no,joint,north,3932,fully furnished
109900,no,joint,north,3933,fully furnished
158500,no,joint,north,3934,fully furnished
689000,no,joint,north,3935,fully furnished
469800,no,joint,north,3936,fully furnished
165000,no,joint,north,3937,fully furnished
379900,no,joint,north,3938,fully furnished
314900,no,joint,north,3939,fully furnished
284900,no,joint,north,3940,fully furnished
287500,no,joint,north,3941,fully furnished
565000,no,joint,north,3942,fully furnished
499999,no,joint,north,3943,fully furnished
325000,no,joint,north,3944,fully furnished
299900,no,joint,north,3945,fully furnished
269000,no,joint,north,3946,fully furnished
275000,no,joint,north,3947,fully furnished
475000,no,joint,north,3948,fully furnished
180000,no,joint,north,3949,fully furnished
310000,no,joint,north,3950,fully furnished
158000,no,joint,north,3951,fully furnished
134900,no,joint,north,3952,fully furnished
134900,no,joint,north,3953,fully furnished
115000,no,joint,north,3954,fully furnished
140000,no,joint,north,3955,fully furnished
145000,no,joint,north,3956,fully furnished
159900,no,joint,north,3957,fully furnished
147000,no,joint,north,3958,fully furnished
115000,no,joint,north,3959,fully furnished
139000,no,joint,north,3960,fully furnished
135000,no,joint,north,3961,fully furnished
134000,no,joint,north,3962,fully furnished
349900,no,joint,north,3963,fully furnished
250000,no,joint,north,3964,fully furnished
200000,no,joint,north,3965,fully furnished
251900,no,joint,north,3966,fully furnished
158000,no,joint,north,3967,fully furnished
160000,no,joint,north,3968,fully furnished
155000,no,joint,north,3969,fully furnished
200000,no,joint,north,3970,fully furnished
425000,no,joint,north,3971,fully furnished
259900,no,joint,north,3972,fully furnished
145000,no,joint,north,3973,fully furnished
205000,no,joint,north,3974,fully furnished
349000,no,joint,north,3975,fully furnished
353000,no,joint,north,3976,fully furnished
75000,no,joint,north,3977,fully furnished
449000,no,joint,north,3978,fully furnished
329500,no,joint,north,3979,fully furnished
189000,no,joint,north,3980,fully furnished
189000,no,joint,north,3981,fully furnished
279000,no,joint,north,3982,fully furnished
379999,no,joint,north,3983,fully furnished
437000,no,joint,north,3984,fully furnished
435000,no,joint,north,3985,fully furnished
334900,no,joint,north,3986,fully furnished
595000,no,joint,north,3987,fully furnished
329500,no,joint,north,3988,fully furnished
189900,no,joint,north,3989,fully furnished
275000,no,joint,north,3990,fully furnished
280000,no,joint,north,3991,fully furnished
270000,no,joint,north,3992,fully furnished
595000,no,joint,north,3993,fully furnished
158000,no,joint,north,3994,fully furnished
169000,no,joint,north,3995,fully furnished
160000,no,joint,north,3996,fully furnished
129000,no,joint,north,3997,fully furnished
189000,no,joint,north,3998,fully furnished
295000,no,joint,north,3999,fully furnished
229000,no,joint,north,4000,fully furnished
115000,no,joint,north,4001,fully furnished
139900,no,joint,north,4002,fully furnished
339900,no,joint,north,4003,fully furnished
285000,no,joint,north,4004,fully furnished
460000,no,joint,north,4005,fully furnished
312000,no,joint,north,4006,fully furnished
130000,no,joint,north,4007,fully furnished
428900,no,joint,north,4008,fully furnished
142500,no,joint,north,4009,fully furnished
159000,no,joint,north,4010,fully furnished
485000,no,joint,north,4011,fully furnished
329000,no,joint,north,4012,fully furnished
495000,no,joint,north,4013,fully furnished
149900,no,joint,north,4014,fully furnished
779000,no,joint,north,4015,fully furnished
349500,no,joint,north,4016,fully furnished
299900,no,joint,north,4017,fully furnished
949900,no,joint,north,4018,fully furnished
170000,no,joint,north,4019,fully furnished
289900,no,joint,north,4020,fully furnished
570000,no,joint,north,4021,fully furnished
315000,no,joint,north,4022,fully furnished
184900,no,joint,north,4023,fully furnished
250000,no,joint,north,4024,fully furnished
474500,no,joint,north,4025,fully furnished
372000,no,joint,north,4026,fully furnished
259000,no,joint,north,4027,fully furnished
295000,no,joint,north,4028,fully furnished
799900,no,joint,north,4029,fully furnished
995000,no,joint,north,4030,fully furnished
369000,no,joint,north,4031,fully furnished
440000,no,joint,north,4032,fully furnished
525000,no,joint,north,4033,fully furnished
275000,no,joint,north,4034,fully furnished
519000,no,joint,north,4035,fully furnished
385000,no,joint,north,4036,fully furnished
819900,no,joint,north,4037,fully furnished
525000,no,joint,north,4038,fully furnished
459900,no,joint,north,4039,fully furnished
424999,no,joint,north,4040,fully furnished
699000,no,joint,north,4041,fully furnished
524900,no,joint,north,4042,fully furnished
399000,no,joint,north,4043,fully furnished
239000,no,joint,north,4044,fully furnished
203000,no,joint,north,4045,fully furnished
2050000,no,joint,north,4046,fully furnished
270000,no,joint,north,4047,fully furnished
2150000,no,joint,north,4048,fully furnished
345000,no,joint,north,4049,fully furnished
1150000,no,joint,north,4050,fully furnished
379900,no,joint,north,4051,fully furnished
750000,no,joint,north,4052,fully furnished
650000,no,joint,north,4053,fully furnished
350000,no,joint,north,4054,fully furnished
624000,no,joint,north,4055,fully furnished
755000,no,joint,north,4056,fully furnished
264000,no,joint,north,4057,fully furnished
449000,no,joint,north,4058,fully furnished
520000,no,joint,north,4059,fully furnished
679900,no,joint,north,4060,fully furnished
420000,no,joint,north,4061,fully furnished
315000,no,joint,north,4062,fully furnished
900000,no,joint,north,4063,fully furnished
350000,no,joint,north,4064,fully furnished
489900,no,joint,north,4065,fully furnished
730000,no,joint,north,4066,fully furnished
393000,no,joint,north,4067,fully furnished
240000,no,joint,north,4068,fully furnished
710000,no,joint,north,4069,fully furnished
1250000,no,joint,north,4070,fully furnished
675000,no,joint,north,4071,fully furnished
620000,no,joint,north,4072,fully furnished
930000,no,joint,north,4073,fully furnished
2950000,no,joint,north,4074,fully furnished
438900,no,joint,north,4075,fully furnished
340000,no,joint,north,4076,fully furnished
1745000,no,joint,north,4077,fully furnished
625000,no,joint,north,4078,fully furnished
499000,no,joint,north,4079,fully furnished
515000,no,joint,north,4080,fully furnished
519900,no,joint,north,4081,fully furnished
425000,no,joint,north,4082,fully furnished
749900,no,joint,north,4083,fully furnished
750000,no,joint,north,4084,fully furnished
925000,no,joint,north,4085,fully furnished
3000000,no,joint,north,4086,fully furnished
215000,no,joint,north,4087,fully furnished
755000,no,joint,north,4088,fully furnished
395000,no,joint,north,4089,fully furnished
1150000,no,joint,north,4090,fully furnished
379900,no,joint,north,4091,fully furnished
750000,no,joint,north,4092,fully furnished
650000,no,joint,north,4093,fully furnished
350000,no,joint,north,4094,fully furnished
624000,no,joint,north,4095,fully furnished
755000,no,joint,north,4096,fully furnished
264000,no,joint,north,4097,fully furnished
449000,no,joint,north,4098,fully furnished
520000,no,joint,north,4099,fully furnished
679900,no,joint,north,4100,fully furnished
420000,no,joint,north,4101,fully furnished
315000,no,joint,north,4102,fully furnished
900000,no,joint,north,4103,fully furnished
350000,no,joint,north,4104,fully furnished
489900,no,joint,north,4105,fully furnished
730000,no,joint,north,4106,fully furnished
393000,no,joint,north,4107,fully furnished
240000,no,joint,north,4108,fully furnished
710000,no,joint,north,4109,fully furnished
1250000,no,joint,north,4110,fully furnished
675000,no,joint,north,4111,fully furnished
620000,no,joint,north,4112,fully furnished
930000,no,joint,north,4113,fully furnished
2950000,no,joint,north,4114,fully furnished
438900,no,joint,north,4115,fully furnished
340000,no,joint,north,4116,fully furnished
1745000,no,joint,north,4117,fully furnished
625000,no,joint,north,4118,fully furnished
499000,no,joint,north,4119,fully furnished
515000,no,joint,north,4120,fully furnished
519900,no,joint,north,4121,fully furnished
425000,no,joint,north,4122,fully furnished
749900,no,joint,north,4123,fully furnished
750000,no,joint,north,4124,fully furnished
925000,no,joint,north,4125,fully furnished
3000000,no,joint,north,4126,fully furnished
215000,no,joint,north,4127,fully furnished
755000,no,joint,north,4128,fully furnished
395000,no,joint,north,4129,fully furnished
1150000,no,joint,north,4130,fully furnished
379900,no,joint,north,4131,fully furnished
750000,no,joint,north,4132,fully furnished
650000,no,joint,north,4133,fully furnished
350000,no,joint,north,4134,fully furnished
624000,no,joint,north,4135,fully furnished
755000,no,joint,north,4136,fully furnished
264000,no,joint,north,4137,fully furnished
449000,no,joint,north,4138,fully furnished
520000,no,joint,north,4139,fully furnished
679900,no,joint,north,4140,fully furnished
420000,no,joint,north,4141,fully furnished
315000,no,joint,north,4142,fully furnished
900000,no,joint,north,4143,fully furnished
350000,no,joint,north,4144,fully furnished
489900,no,joint,north,4145,fully furnished
730000,no,joint,north,4146,fully furnished
393000,no,joint,north,4147,fully furnished
240000,no,joint,north,4148,fully furnished
710000,no,joint,north,4149,fully furnished
1250000,no,joint,north,4150,fully furnished
675000,no,joint,north,4151,fully furnished
620000,no,joint,north,4152,fully furnished
930000,no,joint,north,4153,fully furnished
2950000,no,joint,north,4154,fully furnished
438900,no,joint,north,4155,fully furnished
340000,no,joint,north,4156,fully furnished
1745000,no,joint,north,4157,fully furnished
625000,no,joint,north,4158,fully furnished
499000,no,joint,north,4159,fully furnished
515000,no,joint,north,4160,fully furnished
425000,no,joint,north,4161,fully furnished
749900,no,joint,north,4162,fully furnished
750000,no,joint,north,4163,fully furnished
925000,no,joint,north,4164,fully furnished
3000000,no,joint,north,4165,fully furnished
215000,no,joint,north,4166,fully furnished
755000,no,joint,north,4167,fully furnished
395000,no,joint,north,4168,fully furnished
299000,no,joint,north,4169,fully furnished
460000,no,joint,north,4170,fully furnished
434900,no,joint,north,4171,fully furnished
340000,no,joint,north,4172,fully furnished
817500,no,joint,north,4173,fully furnished
285000,no,joint,north,4174,fully furnished
850000,no,joint,north,4175,fully furnished
379000,no,joint,north,4176,fully furnished
269900,no,joint,north,4177,fully furnished
145000,no,joint,north,4178,fully furnished
585000,no,joint,north,4179,fully furnished
224900,no,joint,north,4180,fully furnished
282500,no,joint,north,4181,fully furnished
1449000,no,joint,north,4182,fully furnished
230000,no,joint,north,4183,fully furnished
189000,no,joint,north,4184,fully furnished
439900,no,joint,north,4185,fully furnished
295000,no,joint,north,4186,fully furnished
1600000,no,joint,north,4187,fully furnished
167000,no,joint,north,4188,fully furnished
550000,no,joint,north,4189,fully furnished
350000,no,joint,north,4190,fully furnished
235900,no,joint,north,4191,fully furnished
310000,no,joint,north,4192,fully furnished
209000,no,joint,north,4193,fully furnished
371990,no,joint,north,4194,fully furnished
285000,no,joint,north,4195,fully furnished
669500,no,joint,north,4196,fully furnished
372290,no,joint,north,4197,fully furnished
789000,no,joint,north,4198,fully furnished
378000,no,joint,north,4199,fully furnished
1695000,no,joint,north,4200,fully furnished
349900,no,joint,north,4201,fully furnished
599000,no,joint,north,4202,fully furnished
150000,no,joint,north,4203,fully furnished
339000,no,joint,north,4204,fully furnished
899000,no,joint,north,4205,fully furnished
328000,no,joint,north,4206,fully furnished
309000,no,joint,north,4207,fully furnished
965000,no,joint,north,4208,fully furnished
2500000,no,joint,north,4209,fully furnished
765000,no,joint,north,4210,fully furnished
1449000,no,joint,north,4211,fully furnished
124999,no,joint,north,4212,fully furnished
85000,no,joint,north,4213,fully furnished
340000,no,joint,north,4214,fully furnished
168000,no,joint,north,4215,fully furnished
678000,no,joint,north,4216,fully furnished
200000,no,joint,north,4217,fully furnished
318900,no,joint,north,4218,fully furnished
640000,no,joint,north,4219,fully furnished
2125000,no,joint,north,4220,fully furnished
795000,no,joint,north,4221,fully furnished
360000,no,joint,north,4222,fully furnished
329900,no,joint,north,4223,fully furnished
243000,no,joint,north,4224,fully furnished
309000,no,joint,north,4225,fully furnished
299900,no,joint,north,4226,fully furnished
725000,no,joint,north,4227,fully furnished
399900,no,joint,north,4228,fully furnished
245000,no,joint,north,4229,fully furnished
599000,no,joint,north,4230,fully furnished
4595000,no,joint,north,4231,fully furnished
1449000,no,joint,north,4232,fully furnished
450000,no,joint,north,4233,fully furnished
385000,no,joint,north,4234,fully furnished
369900,no,joint,north,4235,fully furnished
1100000,no,joint,north,4236,fully furnished
739000,no,joint,north,4237,fully furnished
197000,no,joint,north,4238,fully furnished
2575000,no,joint,north,4239,fully furnished
600000,no,joint,north,4240,fully furnished
3195000,no,joint,north,4241,fully furnished
294990,no,joint,north,4242,fully furnished
1975000,no,joint,north,4243,fully furnished
299000,no,joint,north,4244,fully furnished
500000,no,joint,north,4245,fully furnished
725000,no,joint,north,4246,fully furnished
2250000,no,joint,north,4247,fully furnished
700000,no,joint,north,4248,fully furnished
349999,no,joint,north,4249,fully furnished
335000,no,joint,north,4250,fully furnished
162500,no,joint,north,4251,fully furnished
649000,no,joint,north,4252,fully furnished
289900,no,joint,north,4253,fully furnished
444990,no,joint,north,4254,fully furnished
232100,no,joint,north,4255,fully furnished
850000,no,joint,north,4256,fully furnished
325000,no,joint,north,4257,fully furnished
244900,no,joint,north,4258,fully furnished
569000,no,joint,north,4259,fully furnished
330000,no,joint,north,4260,fully furnished
1795000,no,joint,north,4261,fully furnished
530000,no,joint,north,4262,fully furnished
325000,no,joint,north,4263,fully furnished
275000,no,joint,north,4264,fully furnished
310000,no,joint,north,4265,fully furnished
255000,no,joint,north,4266,fully furnished
419900,no,joint,north,4267,fully furnished
1775000,no,joint,north,4268,fully furnished
838500,no,joint,north,4269,fully furnished
164900,no,joint,north,4270,fully furnished
1345000,no,joint,north,4271,fully furnished
225000,no,joint,north,4272,fully furnished
205000,no,joint,north,4273,fully furnished
1750000,no,joint,north,4274,fully furnished
1250000,no,joint,north,4275,fully furnished
400000,no,joint,north,4276,fully furnished
1749000,no,joint,north,4277,fully furnished
575000,no,joint,north,4278,fully furnished
260000,no,joint,north,4279,fully furnished
1295000,no,joint,north,4280,fully furnished
475000,no,joint,north,4281,fully furnished
700000,no,joint,north,4282,fully furnished
600000,no,joint,north,4283,fully furnished
879000,no,joint,north,4284,fully furnished
729900,no,joint,north,4285,fully furnished
379996,no,joint,north,4286,fully furnished
500000,no,joint,north,4287,fully furnished
208000,no,joint,north,4288,fully furnished
299000,no,joint,north,4289,fully furnished
125000,no,joint,north,4290,fully furnished
379900,no,joint,north,4291,fully furnished
298900,no,joint,north,4292,fully furnished
259900,no,joint,north,4293,fully furnished
229900,no,joint,north,4294,fully furnished
139900,no,joint,north,4295,fully furnished
319900,no,joint,north,4296,fully furnished
285000,yes,joint,north,4297,fully furnished
204900,yes,joint,north,4298,fully furnished
435900,yes,joint,north,4299,fully furnished
259000,yes,joint,north,4300,fully furnished
195000,yes,joint,north,4301,semi furnished
159900,yes,joint,north,4302,semi furnished
189900,yes,joint,north,4303,semi furnished
289900,yes,joint,north,4304,semi furnished
370000,yes,joint,north,4305,semi furnished
159900,yes,joint,north,4306,semi furnished
167000,yes,joint,north,4307,semi furnished
495900,yes,joint,north,4308,semi furnished
749900,yes,joint,north,4309,semi furnished
175000,yes,joint,north,4310,semi furnished
269900,yes,joint,north,4311,semi furnished
375000,yes,joint,north,4312,semi furnished
639900,yes,joint,north,4313,semi furnished
374900,yes,joint,north,4314,semi furnished
399000,yes,joint,north,4315,semi furnished
360000,yes,joint,north,4316,semi furnished
999000,yes,joint,north,4317,semi furnished
344900,yes,joint,north,4318,semi furnished
370925,yes,joint,north,4319,semi furnished
392385,yes,joint,north,4320,semi furnished
85000,yes,joint,north,4321,semi furnished
304900,yes,joint,north,4322,semi furnished
