CarpetArea,Pricepersqft,priceinr,Status,YearBuilt,floor
480,1031,85697,Ready,2021,1
787,190,15793,Ready,2021,1
1212,643,53447,Ready,2021,1
1276,274,22775,Ready,2021,1
1276,242,20116,Ready,2021,1
1201,250,20780,Ready,2021,1
2000,475,39482,Ready,2021,1
675,252,20947,Ready,2021,1
800,362,30090,Ready,2021,1
2000,285,23690,Ready,2021,1
900,350,29092,under construction,2021,1
2100,88,7315,under construction,2021,1
775,323,26848,under construction,2021,1
1560,304,25269,under construction,2021,1
1000,372,30921,under construction,2021,1
850,305,25352,under construction,2021,1
850,347,28843,under construction,2021,1
3200,250,20780,under construction,2021,1
2200,452,37571,under construction,2021,1
1200,308,25601,under construction,2021,1
1100,400,33248,under construction,2021,1
1600,328,27264,under construction,2021,1
720,382,31752,under construction,2021,1
1500,346,28760,under construction,2021,1
1996,193,16043,under construction,2021,1
4200,195,16209,under construction,2021,1
1800,292,24272,under construction,2021,1
1200,383,31835,under construction,2021,1
1279,332,27596,under construction,2021,1
1550,451,37488,under construction,2021,1
1250,420,34911,under construction,2021,1
927,430,35742,under construction,2021,1
700,341,28344,under construction,2021,1
2102,97,8063,under construction,2021,1
3978,515,42807,under construction,2021,1
810,333,27679,under construction,2021,1
4200,512,42558,under construction,2021,1
2300,150,12468,under construction,2021,1
2569,430,35742,under construction,2021,1
1224,517,42974,under construction,2021,1
1673,233,19367,under construction,2021,1
2334,535,44470,under construction,2021,1
1392,168,13965,under construction,2021,1
1280,217,18038,under construction,2021,1
2401,493,40979,under construction,2021,1
467,413,34329,under construction,2021,1
1310,439,36490,under construction,2021,1
2427,298,24770,under construction,2021,1
3312,256,21279,under construction,2021,1
1225,423,35160,under construction,2021,1
1024,281,23357,under construction,2021,1
2254,456,37903,under construction,2021,1
1710,376,31254,under construction,2021,1
1510,569,47296,under construction,2021,1
1419,453,37654,under construction,2021,1
2031,350,29092,under construction,2021,1
522,315,26183,under construction,2021,1
3032,251,20864,under construction,2021,1
2580,273,22692,under construction,2021,1
3685,404,33581,under construction,2021,1
3200,421,34994,under construction,2021,1
1878,338,28095,under construction,2021,1
6245,337,28012,under construction,2021,1
1488,251,20864,under construction,2021,1
1088,181,15045,under construction,2021,1
3266,486,40397,under construction,2021,1
1060,404,33581,under construction,2021,1
1104,235,19534,under construction,2021,1
1383,533,44303,under construction,2021,1
1019,313,26017,under construction,2021,1
870,363,30173,under construction,2021,1
1320,309,25685,under construction,2021,1
2570,589,48958,under construction,2021,1
1521,432,35908,under construction,2021,1
5039,525,43638,under construction,2021,1
604,456,37903,under construction,2021,1
1654,241,20032,under construction,2021,1
1327,176,14630,under construction,2021,1
1670,395,32833,under construction,2021,1
1774,281,23357,under construction,2021,1
994,243,20199,under construction,2021,1
3127,325,27014,under construction,2021,1
1734,430,35742,under construction,2021,1
1605,295,24521,under construction,2021,1
2941,418,34745,under construction,2021,1
468,242,20116,under construction,2021,1
2844,545,45301,under construction,2021,1
333,303,25186,under construction,2021,1
1346,491,40812,under construction,2021,1
2750,638,53031,under construction,2021,1
2327,357,29674,under construction,2021,1
2954,305,25352,under construction,2021,1
3776,471,39150,under construction,2021,1
920,382,31752,under construction,2021,1
2746,395,32833,under construction,2021,1
929,292,24272,under construction,2021,1
1838,476,39566,under construction,2021,1
1410,328,27264,under construction,2021,1
718,167,13882,under construction,2021,1
723,330,27430,under construction,2021,1
2695,297,24687,under construction,2021,1
829,657,54610,under construction,2021,1
1776,472,39233,under construction,2021,1
3116,303,25186,under construction,2021,1
1295,229,19035,under construction,2021,1
2646,511,42475,under construction,2021,1
5543,329,27347,under construction,2021,1
2247,400,33248,under construction,2021,1
843,264,21944,under construction,2021,1
1472,343,28511,under construction,2021,1
816,279,23191,under construction,2021,1
1438,694,57686,under construction,2021,1
3213,509,42309,under construction,2021,1
3650,193,16043,under construction,2021,1
2152,239,19866,under construction,2021,1
1106,199,16541,under construction,2021,1
1850,458,38069,under construction,2021,1
2092,213,17705,under construction,2021,1
833,189,15710,under construction,2021,1
1670,395,32833,under construction,2021,1
1202,829,68907,under construction,2021,1
1104,552,45883,under construction,2021,1
1408,577,47961,under construction,2021,1
706,270,22443,under construction,2021,1
4445,257,21362,under construction,2021,1
820,457,37986,under construction,2021,1
3705,273,22692,under construction,2021,1
1879,351,29176,under construction,2021,1
1079,264,21944,under construction,2021,1
900,193,16043,under construction,2021,1
2475,548,45550,under construction,2021,1
2400,244,20282,under construction,2021,1
1148,465,38651,under construction,2021,1
2446,642,53364,under construction,2021,1
1130,548,45550,under construction,2021,1
3563,479,39815,under construction,2021,1
2554,426,35410,under construction,2021,1
2280,295,24521,under construction,2021,1
3742,260,21612,under construction,2021,1
900,523,43472,under construction,2021,1
984,523,43472,under construction,2021,1
1518,439,36490,under construction,2021,1
945,372,30921,under construction,2021,1
2480,429,35659,under construction,2021,1
814,231,19201,under construction,2021,1
6472,568,47213,under construction,2021,1
2222,315,26183,under construction,2021,1
1524,437,36324,under construction,2021,1
1830,286,23773,under construction,2021,1
2613,239,19866,under construction,2021,1
591,370,30755,under construction,2021,1
1508,422,35077,under construction,2021,1
948,302,25103,under construction,2021,1
4929,166,13798,under construction,2021,1
1195,462,38402,under construction,2021,1
4654,197,16375,under construction,2021,1
700,368,30589,under construction,2021,1
1380,225,18702,under construction,2021,1
2190,256,21279,under construction,2021,1
1302,257,21362,under construction,2021,1
2230,225,18702,under construction,2021,1
1521,913,75889,under construction,2021,1
2149,369,30672,under construction,2021,1
1662,219,18204,under construction,2021,1
916,165,13715,under construction,2021,1
860,413,34329,under construction,2021,1
2246,293,24355,under construction,2021,1
1405,254,21113,under construction,2021,1
894,176,14630,under construction,2021,1
2550,375,31170,under construction,2021,1
691,237,19700,under construction,2021,1
685,157,13050,under construction,2021,1
1713,171,14214,under construction,2021,1
1057,206,17123,under construction,2021,1
2659,376,31254,under construction,2021,1
448,212,17622,under construction,2021,1
1619,199,16541,under construction,2021,1
2257,239,19866,under construction,2021,1
672,585,48626,under construction,2021,1
1606,203,16874,under construction,2021,1
870,270,22443,under construction,2021,1
2385,197,16375,under construction,2021,2
1684,223,18536,under construction,2021,2
1337,168,13965,under construction,2021,2
2385,319,26516,under construction,2021,2
4030,210,17456,under construction,2021,2
2155,206,17123,under construction,2021,2
3702,594,49374,under construction,2021,2
1308,176,14630,under construction,2021,2
2276,342,28428,under construction,2021,2
1054,275,22858,under construction,2021,2
1645,226,18786,under construction,2021,2
2654,227,18869,under construction,2021,2
830,119,9892,under construction,2021,2
1561,229,19035,under construction,2021,2
2332,324,26931,under construction,2021,2
1895,252,20947,under construction,2021,2
2745,439,36490,under construction,2021,2
4224,118,9809,under construction,2021,2
448,380,31586,under construction,2021,2
551,897,74559,under construction,2021,2
1230,190,15793,under construction,2021,2
673,193,16043,ready,2021,2
3158,214,17788,ready,2021,2
644,192,15960,ready,2021,2
1680,199,16541,ready,2021,2
2456,192,15960,ready,2021,2
4600,185,15378,ready,2021,2
2619,182,15128,ready,2021,2
1169,713,59265,ready,2021,2
1362,292,24272,ready,2021,2
1633,374,31087,ready,2021,2
1911,458,38069,ready,2021,2
1709,208,17289,ready,2021,2
2122,242,20116,ready,2021,2
2361,140,11637,ready,2021,2
1018,194,16126,ready,2021,2
2129,273,22692,ready,2021,2
7083,192,15960,ready,2021,2
4266,260,21612,ready,2021,2
1898,150,12468,ready,2021,2
1246,145,12053,ready,2021,2
1291,195,16209,ready,2021,2
2711,322,26765,ready,2021,2
2408,211,17539,ready,2021,2
733,308,25601,ready,2021,2
5768,268,22277,ready,2021,2
2508,184,15295,ready,2021,2
3947,181,15045,ready,2021,2
1300,910,75640,ready,2021,2
3945,270,22443,ready,2021,2
1502,190,15793,ready,2021,2
2428,274,22775,ready,2021,2
2288,252,20947,ready,2021,2
4573,177,14713,ready,2021,2
825,278,23108,ready,2021,2
1895,252,20947,ready,2021,2
1332,255,21196,ready,2021,2
667,326,27098,ready,2021,2
1797,208,17289,ready,2021,2
1205,339,28178,ready,2021,2
2273,186,15461,ready,2021,2
1024,493,40979,ready,2021,2
4159,313,26017,ready,2021,2
2546,254,21113,ready,2021,2
1044,182,15128,ready,2021,2
2020,754,62673,ready,2021,2
1453,146,12136,ready,2021,2
2850,173,14380,ready,2021,2
1895,230,19118,ready,2021,2
956,378,31420,ready,2021,2
2346,303,25186,ready,2021,2
1518,70,5819,ready,2021,2
1316,278,23108,ready,2021,2
1227,339,28178,ready,2021,2
4404,304,25269,ready,2021,2
2147,163,13549,ready,2021,2
484,414,34412,ready,2021,2
3469,235,19534,ready,2021,2
833,606,50371,ready,2021,2
1022,215,17871,ready,2021,2
4113,286,23773,ready,2021,2
3112,202,16791,ready,2021,2
2152,180,14962,ready,2021,2
3103,941,78216,ready,2021,2
2096,232,19284,ready,2021,2
1681,245,20365,ready,2021,2
1895,180,14962,ready,2021,2
993,312,25934,ready,2021,2
3067,313,26017,ready,2021,2
2833,328,27264,ready,2021,2
1712,310,25768,ready,2021,2
2902,210,17456,ready,2021,2
1474,187,15544,ready,2021,2
1652,262,21778,ready,2021,2
1080,436,36241,ready,2021,2
1895,252,20947,ready,2021,2
1231,102,8479,ready,2021,2
2072,183,15211,ready,2021,2
1739,172,14297,ready,2021,2
1485,175,14546,ready,2021,2
1810,127,10557,ready,2021,2
1107,126,10474,ready,2021,2
1814,176,14630,ready,2021,2
2016,141,11720,ready,2021,2
1802,114,9476,ready,2021,2
2833,154,12801,ready,2021,2
2100,123,10224,ready,2021,2
960,203,16874,ready,2021,2
1396,115,9559,ready,2021,2
1216,156,12967,ready,2021,2
1742,166,13798,ready,2021,2
1227,302,25103,ready,2021,2
1316,122,10141,ready,2021,2
2132,78,6484,ready,2021,2
5174,96,7980,ready,2021,2
1749,429,35659,ready,2021,2
1604,109,9061,ready,2021,2
1580,171,14214,ready,2021,2
1690,222,18453,ready,2021,2
2374,270,22443,ready,2021,2
2939,128,10640,ready,2021,2
2297,174,14463,ready,2021,2
1680,214,17788,ready,2021,2
3202,312,25934,ready,2021,2
2429,142,11804,ready,2021,2
2005,185,15378,ready,2021,2
2121,185,15378,ready,2021,2
720,118,9809,ready,2021,2
1867,163,13549,ready,2021,2
4740,169,14048,ready,2021,2
1681,244,20282,ready,2021,2
1620,152,12635,ready,2021,2
5000,380,31586,ready,2021,2
1986,166,13798,ready,2021,2
1418,173,14380,ready,2021,2
1741,166,13798,ready,2021,2
1526,161,13383,ready,2021,2
1881,181,15045,ready,2021,2
420,150,12468,ready,2021,2
1846,43,3575,ready,2021,2
3243,163,13549,ready,2021,2
4017,184,15295,ready,2021,2
2400,208,17289,ready,2021,2
1418,169,14048,ready,2021,2
1433,150,12468,ready,2021,2
1418,169,14048,ready,2021,2
2158,130,10806,ready,2021,2
1056,417,34662,ready,2021,2
2069,164,13632,ready,2021,2
2396,100,8312,ready,2021,2
3482,172,14297,ready,2021,2
4047,166,13798,ready,2021,2
1418,164,13632,ready,2021,2
1816,165,13715,ready,2021,2
1812,207,17206,ready,2021,2
2168,183,15211,ready,2021,2
3341,129,10723,ready,2021,2
3532,125,10390,ready,2021,2
1276,149,12385,ready,2021,2
1276,157,13050,ready,2021,2
1276,157,13050,ready,2021,2
1276,149,12385,ready,2021,2
1276,149,12385,ready,2021,2
1276,157,13050,ready,2021,2
1276,157,13050,ready,2021,2
2112,225,18702,ready,2021,2
4798,120,9975,ready,2021,2
3048,246,20448,ready,2021,2
2016,346,28760,ready,2021,2
1701,191,15876,ready,2021,2
2398,115,9559,ready,2021,2
1653,290,24105,ready,2021,2
2361,144,11970,ready,2021,2
2680,156,12967,ready,2021,2
1500,72,5985,ready,2021,2
1741,166,13798,ready,2021,2
2471,283,23523,ready,2021,2
1740,143,11887,ready,2021,2
2782,234,19451,ready,2021,2
1444,180,14962,ready,2021,2
1444,180,14962,ready,2021,2
1444,180,14962,ready,2021,2
1444,180,14962,ready,2021,2
1444,180,14962,ready,2021,2
1444,180,14962,ready,2021,2
1444,180,14962,ready,2021,2
1444,180,14962,ready,2021,2
1444,180,14962,ready,2021,2
1444,180,14962,ready,2021,2
3300,129,10723,ready,2021,2
1036,121,10058,ready,2021,2
2205,195,16209,ready,2021,2
2454,198,16458,ready,2021,2
1744,166,13798,ready,2021,2
1920,52,4323,ready,2021,2
1456,313,26017,ready,2021,2
1683,148,12302,ready,2021,2
1495,300,24936,ready,2021,2
1280,117,9726,ready,2021,2
1616,161,13383,ready,2021,2
1659,151,12552,ready,2021,2
2716,46,3824,ready,2021,2
930,108,8977,ready,2021,2
2016,134,11139,ready,2021,2
950,147,12219,ready,2021,2
912,153,12718,ready,2021,2
4056,123,10224,ready,2021,2
1232,73,6068,ready,2021,2
2368,143,11887,ready,2021,2
1106,149,12385,ready,2021,2
2769,274,22775,ready,2021,2
1532,130,10806,ready,2021,2
1788,117,9726,ready,2021,2
1248,76,6318,ready,2021,2
1700,405,33664,ready,2021,2
1848,142,11804,ready,2021,2
1802,145,12053,ready,2021,2
2600,87,7232,ready,2021,2
1920,125,10390,ready,2021,2
1777,118,9809,ready,2021,2
1482,67,5570,ready,2021,2
1456,322,26765,ready,2021,2
1500,43,3575,ready,2021,2
2442,147,12219,ready,2021,2
1188,135,11222,ready,2021,2
1862,161,13383,ready,2021,2
3231,248,20614,ready,2021,2
1774,79,6567,ready,2021,2
2124,153,12718,ready,2021,2
1456,322,26765,ready,2021,2
4300,137,11388,ready,2021,2
4692,128,10640,ready,2021,2
1510,126,10474,ready,2021,2
2344,188,15627,ready,2021,2
3466,80,6650,ready,2021,2
3700,173,14380,ready,2021,2
2914,123,10224,ready,2021,2
1782,168,13965,ready,2021,2
1344,342,28428,ready,2021,2
2548,274,22775,ready,2021,2
1578,158,13133,ready,2021,2
2400,42,3492,ready,2021,2
1260,98,8146,ready,2021,2
1824,104,8645,ready,2021,2
1300,138,11471,ready,2022,2
1660,132,10972,ready,2022,2
4400,121,10058,ready,2022,2
2191,183,15211,ready,2022,2
4904,324,26931,ready,2022,2
784,127,10557,ready,2022,2
1688,83,6899,ready,2022,2
1200,158,13133,ready,2022,2
2820,326,27098,ready,2022,2
3360,280,23274,ready,2022,2
2820,310,25768,ready,2022,2
2637,305,25352,ready,2022,2
2906,305,25352,ready,2022,2
2906,303,25186,ready,2022,2
2265,349,29009,ready,2022,2
2637,303,25186,ready,2022,2
3360,281,23357,ready,2022,2
3360,302,25103,ready,2022,2
2906,305,25352,ready,2022,2
2265,358,29757,ready,2022,2
2265,349,29009,ready,2022,2
2637,303,25186,ready,2022,2
2906,303,25186,ready,2022,2
2637,303,25186,ready,2022,2
2124,153,12718,ready,2022,2
2820,310,25768,ready,2022,2
2820,310,25768,ready,2022,2
2265,353,29342,ready,2022,2
1755,28,2328,ready,2022,2
1755,28,2328,ready,2022,2
1599,97,8063,ready,2022,2
1823,143,11887,ready,2022,2
7800,231,19201,ready,2022,2
3600,125,10390,ready,2022,2
3510,137,11388,ready,2022,2
3260,305,25352,ready,2022,2
1920,130,10806,ready,2022,2
2171,133,11055,ready,2022,2
1668,211,17539,ready,2022,2
1302,100,8312,ready,2022,2
1722,160,13300,ready,2022,2
1216,106,8811,ready,2022,2
2770,108,8977,ready,2022,2
1782,129,10723,ready,2022,2
5000,298,24770,ready,2022,2
2490,157,13050,ready,2022,2
4957,106,8811,ready,2022,2
2096,167,13882,ready,2022,2
1400,164,13632,ready,2022,2
1066,28,2328,ready,2022,2
1944,64,5320,ready,2022,2
7242,122,10141,ready,2022,2
6371,125,10390,ready,2022,2
1802,154,12801,ready,2022,2
2602,307,25518,ready,2022,2
3230,488,40563,ready,2022,2
5000,318,26433,ready,2022,2
5000,399,33165,ready,2022,2
3317,301,25020,ready,2022,2
4100,463,38485,ready,2022,2
2265,355,29508,ready,2022,2
2820,317,26350,ready,2022,2
3360,286,23773,ready,2022,2
2184,109,9061,ready,2022,2
2124,153,12718,ready,2022,2
2332,129,10723,ready,2022,2
2234,156,12967,ready,2022,2
1215,156,12967,ready,2022,2
1994,150,12468,ready,2022,2
1373,171,14214,ready,2022,2
3260,92,7648,ready,2022,2
1644,161,13383,ready,2022,2
2829,173,14380,ready,2022,2
1398,140,11637,ready,2022,2
1676,84,6983,ready,2022,2
2027,138,11471,ready,2022,2
3616,111,9227,ready,2022,2
756,131,10889,ready,2022,2
2079,127,10557,ready,2022,2
11067,226,18786,ready,2022,2
1815,154,12801,ready,2022,2
1224,146,12136,ready,2022,2
1564,160,13300,ready,2022,2
1597,157,13050,ready,2022,2
1831,145,12053,ready,2022,2
2600,126,10474,ready,2022,2
1769,107,8894,ready,2022,2
2600,125,10390,ready,2022,2
1521,168,13965,ready,2022,2
1811,157,13050,ready,2022,2
1358,158,13133,ready,2022,2
2640,121,10058,ready,2022,2
1350,93,7731,ready,2022,2
2275,103,8562,ready,2022,2
1526,160,13300,ready,2022,2
1526,160,13300,ready,2022,2
1635,145,12053,ready,2022,2
910,109,9061,ready,2022,2
1958,146,12136,ready,2022,2
1877,117,9726,ready,2022,2
2218,126,10474,ready,2022,2
2114,118,9809,ready,2022,2
1790,140,11637,ready,2022,2
2587,135,11222,ready,2022,2
1660,125,10390,ready,2022,2
1416,99,8229,ready,2022,2
2514,111,9227,ready,2022,2
1650,127,10557,ready,2022,2
1914,136,11305,ready,2022,2
1762,68,5653,ready,2022,2
1860,78,6484,ready,2022,2
1895,89,7398,ready,2022,2
1650,102,8479,ready,2022,2
1239,73,6068,ready,2022,2
900,208,17289,ready,2022,2
1301,15,1247,ready,2022,2
1796,128,10640,ready,2022,2
1384,119,9892,ready,2022,2
1318,114,9476,ready,2022,2
960,79,6567,ready,2022,2
2088,116,9642,ready,2022,2
3339,119,9892,ready,2022,2
1190,130,10806,ready,2022,2
1215,165,13715,ready,2022,2
2380,124,10307,ready,2022,2
2362,121,10058,ready,2022,2
2018,149,12385,ready,2022,2
2086,105,8728,ready,2022,2
2017,169,14048,ready,2022,2
1402,204,16957,ready,2022,2
1645,128,10640,ready,2022,2
3387,148,12302,ready,2022,2
1650,100,8312,ready,2022,2
1650,100,8312,ready,2022,2
1650,100,8312,ready,2022,2
1650,100,8312,ready,2022,2
1732,115,9559,ready,2022,2
2400,142,11804,ready,2022,2
2406,151,12552,ready,2022,2
2202,127,10557,ready,2022,2
2675,200,16624,ready,2022,2
1428,63,5237,ready,2022,2
1260,158,13133,ready,2022,2
1660,125,10390,ready,2022,2
2612,103,8562,ready,2022,2
1376,160,13300,ready,2022,2
2577,78,6484,ready,2022,2
1540,114,9476,ready,2022,2
1269,140,11637,ready,2022,2
1048,150,12468,ready,2022,2
1440,97,8063,ready,2022,2
1611,81,6733,ready,2022,2
2786,86,7149,ready,2022,2
1582,164,13632,ready,2022,2
2603,173,14380,ready,2022,2
1395,125,10390,ready,2022,2
1560,154,12801,ready,2022,2
1379,181,15045,ready,2022,2
1440,0,0,ready,2022,2
1452,100,8312,ready,2022,2
2120,153,12718,ready,2022,2
1461,133,11055,ready,2022,2
1338,179,14879,ready,2022,2
5077,84,6983,ready,2022,2
2683,112,9310,ready,2022,2
1352,118,9809,ready,2022,2
2042,154,12801,ready,2022,2
1818,113,9393,ready,2022,2
1214,23,1912,ready,2022,2
1648,73,6068,ready,2022,2
1480,86,7149,ready,2022,2
2367,151,12552,ready,2022,2
1670,135,11222,ready,2022,2
800,123,10224,ready,2022,2
1593,50,4156,ready,2022,2
1542,136,11305,ready,2022,2
3374,84,6983,ready,2022,2
768,1204,100077,ready,2022,2
762,545,45301,ready,2022,2
1558,481,39981,ready,2022,2
1690,444,36906,ready,2022,2
572,402,33415,ready,2022,2
1440,660,54860,ready,2022,2
1009,564,46880,ready,2022,2
650,769,63920,ready,2022,2
2150,442,36740,ready,2022,2
2470,506,42059,ready,2022,2
1390,612,50870,ready,2022,2
1810,552,45883,ready,2022,2
2240,442,36740,ready,2022,2
1790,642,53364,ready,2022,2
630,554,46049,ready,2022,2
1760,491,40812,ready,2022,2
1020,626,52034,ready,2022,2
2669,448,37238,ready,2022,2
2247,585,48626,ready,2022,2
3400,363,30173,ready,2022,2
1380,699,58101,ready,2022,2
1019,255,21196,ready,2022,2
1610,478,39732,ready,2022,2
3080,680,56522,ready,2022,2
1170,624,51867,ready,2022,2
650,769,63920,ready,2022,2
2120,425,35326,ready,2022,2
1616,619,51452,ready,2022,2
2769,433,35991,ready,2022,2
5170,2321,192922,ready,2022,2
2735,958,79629,ready,2022,2
2690,520,43223,ready,2022,2
633,711,59099,ready,2022,2
1390,522,43389,ready,2022,2
1601,656,54527,ready,2022,2
2486,734,61011,ready,2022,2
1710,845,70237,ready,2022,2
1165,567,47130,ready,2022,2
1115,647,53779,ready,2022,2
1440,483,40147,ready,2022,2
1473,590,49041,ready,2022,2
1500,417,34662,ready,2022,2
444,673,55940,ready,2022,2
2250,422,35077,ready,2022,2
1139,483,40147,ready,2022,2
1810,414,34412,ready,2022,2
2091,406,33747,ready,2022,2
1224,519,43140,ready,2022,2
3542,563,46797,ready,2022,2
2570,778,64668,ready,2022,2
1440,556,46215,ready,2022,2
620,847,70403,ready,2022,2
2080,553,45966,ready,2022,2
2580,329,27347,ready,2022,2
485,722,60013,ready,2022,2
2384,458,38069,ready,2022,2
540,549,45633,ready,2022,2
3500,309,25685,ready,2022,2
1315,821,68242,ready,2022,2
858,536,44553,ready,2022,2
2088,635,52782,ready,2022,2
566,557,46298,ready,2022,2
1240,625,51950,ready,2022,2
1800,453,37654,ready,2022,2
1811,1643,136567,ready,2022,2
1580,335,27846,ready,2022,2
2745,577,47961,ready,2022,2
1184,655,54444,ready,2022,2
710,599,49789,ready,2022,2
1269,1143,95007,ready,2022,2
1312,511,42475,ready,2022,2
2370,422,35077,ready,2022,2
618,644,53530,ready,2022,2
2170,449,37321,ready,2022,2
2240,364,30256,ready,2022,2
3220,526,43722,ready,2022,2
547,777,64585,ready,2022,2
1068,637,52948,ready,2022,2
2230,482,40064,ready,2022,2
2540,748,62174,ready,2022,2
1473,590,49041,ready,2022,2
2004,648,53862,ready,2022,2
1140,671,55774,ready,2022,2
1352,662,55026,ready,2022,2
1228,757,62922,ready,2022,2
631,474,39399,ready,2022,2
4452,595,49457,ready,2022,2
1687,400,33248,ready,2022,2
1726,593,49291,ready,2022,2
1646,820,68159,ready,2022,2
2776,899,74725,ready,2022,2
1010,941,78216,ready,2022,2
3188,878,72980,ready,2022,2
1337,729,60595,ready,2022,2
1300,538,44719,ready,2022,2
2625,495,41145,ready,2022,2
924,649,53945,ready,2022,2
3758,585,48626,ready,2022,2
865,740,61509,ready,2022,2
1240,677,56273,ready,2022,2
2673,673,55940,under construction,2022,2
1800,472,39233,under construction,2022,2
2720,836,69489,under construction,2022,2
2440,491,40812,under construction,2022,2
4585,687,57104,under construction,2022,2
5048,277,23025,under construction,2022,2
1066,821,68242,under construction,2022,2
432,3470,288427,under construction,2022,2
2125,1035,86030,under construction,2022,2
2533,473,39316,under construction,2022,2
1510,497,41311,under construction,2022,2
6384,313,26017,under construction,2022,2
5150,786,65333,under construction,2022,2
2108,1185,98498,under construction,2022,2
2000,625,51950,under construction,2022,2
1344,513,42641,under construction,2022,2
1317,596,49540,under construction,2022,2
2143,485,40314,under construction,2022,2
1165,961,79879,under construction,2022,2
3789,1518,126177,under construction,2022,2
1726,668,55525,under construction,2022,2
865,506,42059,under construction,2022,2
1255,684,56855,under construction,2022,2
1341,633,52615,under construction,2022,2
1649,697,57935,under construction,2022,2
1686,1038,86279,under construction,2022,2
2064,1114,92596,under construction,2022,2
918,925,76886,under construction,2022,2
5793,50,4156,under construction,2022,2
1340,698,58018,under construction,2022,2
2550,765,63587,under construction,2022,2
3988,258,21445,under construction,2022,2
700,1143,95007,under construction,2022,2
1113,737,61260,under construction,2022,2
1681,475,39482,under construction,2022,2
2854,489,40646,under construction,2022,2
4500,510,42392,under construction,2022,2
1576,460,38236,under construction,2022,2
1356,627,52117,under construction,2022,2
1950,1282,106560,under construction,2022,2
1419,564,46880,under construction,2022,2
1316,634,52699,under construction,2022,2
2345,640,53197,under construction,2022,2
2654,396,32916,under construction,2022,2
1646,601,49956,under construction,2022,2
1476,643,53447,under construction,2022,2
1695,796,66164,under construction,2022,2
2868,410,34080,under construction,2022,2
3047,438,36407,under construction,2022,2
1225,433,35991,under construction,2022,2
1540,844,70154,under construction,2022,2
1278,977,81209,under construction,2022,2
2480,373,31004,under construction,2022,2
2071,482,40064,under construction,2022,2
3096,515,42807,under construction,2022,2
1269,787,65416,under construction,2022,2
2625,838,69655,under construction,2022,2
1876,394,32750,under construction,2022,2
1546,1000,83120,under construction,2022,2
1537,617,51286,under construction,2022,2
1726,668,55525,under construction,2022,2
1741,1011,84035,under construction,2022,2
1683,393,32667,under construction,2022,2
650,833,69239,under construction,2022,2
682,1346,111880,under construction,2022,2
1102,740,61509,under construction,2022,2
1016,1880,156266,under construction,2022,2
2523,687,57104,under construction,2022,2
1560,701,58268,under construction,2022,2
1885,1022,84949,under construction,2022,2
950,647,53779,under construction,2022,2
1250,689,57270,under construction,2022,2
1766,873,72564,under construction,2022,2
1528,976,81126,under construction,2022,2
1259,782,65000,under construction,2022,2
881,682,56688,under construction,2022,2
1625,747,62091,under construction,2022,2
2080,643,53447,under construction,2022,2
1439,913,75889,under construction,2022,2
1227,485,40314,under construction,2022,2
2723,681,56605,under construction,2022,2
1233,688,57187,under construction,2022,2
1451,1117,92846,under construction,2022,2
667,1053,87526,under construction,2022,2
3395,1667,138562,under construction,2022,2
824,998,82954,under construction,2022,2
4884,715,59431,under construction,2022,2
2012,664,55192,under construction,2022,2
1088,591,49124,under construction,2022,2
2299,982,81624,under construction,2022,2
1111,463,38485,under construction,2022,2
1715,595,49457,under construction,2022,2
668,560,46548,under construction,2022,2
3118,806,66995,under construction,2022,2
2880,2214,184028,under construction,2022,2
748,588,48875,under construction,2022,2
1330,697,57935,under construction,2022,2
1050,840,69821,under construction,2022,2
2138,619,51452,under construction,2022,2
1060,1231,102321,under construction,2022,2
1434,714,59348,under construction,2022,2
1554,629,52283,under construction,2022,2
3936,778,64668,under construction,2022,2
1066,830,68990,under construction,2022,2
1078,736,61177,under construction,2022,2
1210,726,60346,under construction,2022,2
1666,851,70736,under construction,2022,2
1988,1200,99744,under construction,2022,2
1101,722,60013,under construction,2022,2
2479,593,49291,under construction,2022,2
1196,564,46880,under construction,2022,2
3155,808,67161,under construction,2022,2
1389,765,63587,under construction,2022,2
2022,508,42225,under construction,2022,2
2228,1125,93510,under construction,2022,2
1606,976,81126,under construction,2022,2
2128,830,68990,under construction,2022,2
1550,1335,110966,under construction,2022,2
1264,1511,125595,under construction,2022,2
1254,720,59847,under construction,2022,2
679,612,50870,under construction,2022,2
1970,988,82123,under construction,2022,2
1392,659,54777,under construction,2022,2
678,214,17788,under construction,2022,2
7174,563,46797,under construction,2022,2
1750,557,46298,under construction,2022,2
1651,1414,117532,under construction,2022,2
1006,718,59681,under construction,2022,2
1524,1211,100659,under construction,2022,2
1694,774,64335,under construction,2022,2
1390,879,73063,under construction,2022,2
2528,596,49540,under construction,2022,2
1069,976,81126,under construction,2022,2
1080,745,61925,under construction,2022,2
1456,651,54112,under construction,2022,2
1952,933,77551,under construction,2022,2
1883,1120,93095,under construction,2022,2
1542,639,53114,under construction,2022,2
1772,852,70819,under construction,2022,2
1455,481,39981,under construction,2022,2
1434,714,59348,under construction,2022,2
1890,304,25269,under construction,2022,2
3249,246,20448,under construction,2022,2
2877,299,24853,under construction,2022,2
1008,465,38651,under construction,2022,2
1130,310,25768,under construction,2022,2
3261,337,28012,under construction,2022,2
1632,352,29259,under construction,2022,2
1300,327,27181,under construction,2022,2
831,463,38485,under construction,2022,2
3217,256,21279,under construction,2022,2
1764,255,21196,under construction,2022,2
1051,570,47379,under construction,2022,2
